time_elapsed,bvp,baseline_cog
75.7,163.87215818181815,baseline
75.8,59.164687012987,baseline
75.9,75.60657212121215,baseline
76.0,328.8471874458874,baseline
76.1,246.03181363636367,baseline
76.2,451.91244372294386,baseline
76.3,42.628211515151506,baseline
76.4,55.758880000000005,baseline
76.5,519.901383982684,baseline
76.6,98.55136999999999,baseline
76.7,79.81646515151513,baseline
76.8,279.09210822510823,baseline
76.9,663.4879242424242,baseline
77.0,72.83096190476189,baseline
77.1,130.86402909090907,baseline
77.2,35.719263636363614,baseline
77.3,106.7331133333333,baseline
77.4,149.74322757575757,baseline
77.5,276.4651186147187,baseline
77.6,383.46564696969705,baseline
77.7,141.99882545454545,baseline
77.8,160.12173376623377,baseline
77.9,207.8377515151515,baseline
78.0,108.32529783549785,baseline
78.1,84.07914090909092,baseline
78.2,120.77652034632037,baseline
78.3,249.2456906060606,baseline
78.4,393.32954242424245,baseline
78.5,316.21574025974024,baseline
78.6,92.19361818181818,baseline
78.7,57.86569606060607,baseline
78.8,71.65080562770562,baseline
78.9,102.79812999999999,baseline
79.0,366.406109090909,baseline
79.1,202.52576030303032,baseline
79.2,76.64586623376624,baseline
79.3,534.1636218181817,baseline
79.4,54.47441757575758,baseline
79.5,134.6731588744589,baseline
79.6,32.077377272727276,baseline
79.7,122.69620666666665,baseline
79.8,325.9425017316017,baseline
79.9,136.56503909090904,baseline
80.0,161.99255844155846,baseline
80.1,401.5922475757576,baseline
80.2,86.09490519480521,baseline
80.3,107.57573151515153,baseline
80.4,148.9902593939394,baseline
80.5,109.0488727272727,baseline
80.6,178.5904896969697,baseline
80.7,138.03215363636366,baseline
80.8,90.13411904761905,baseline
80.9,311.18105636363634,baseline
81.0,388.5025614718615,baseline
81.1,74.5864709090909,baseline
81.2,32.262383982683986,baseline
81.3,64.61629181818181,baseline
81.4,365.2026500000001,baseline
81.5,140.3420238095238,baseline
81.6,83.09626181818183,baseline
81.7,284.7154509090909,baseline
81.8,172.73442813852816,baseline
81.9,118.04171939393945,baseline
82.0,555.1537640692642,baseline
82.1,47.3195324242424,baseline
82.2,289.25118831168834,baseline
82.3,140.08704515151518,baseline
82.4,103.40520060606063,baseline
82.5,401.11728787878786,baseline
82.6,203.37114575757576,baseline
82.7,45.73670272727273,baseline
82.8,208.58757619047626,baseline
82.9,56.665691212121196,baseline
83.0,441.3199818181818,baseline
83.1,264.0960269696968,baseline
83.2,230.45438571428573,baseline
83.3,47.25531848484847,baseline
83.4,356.5136212121211,baseline
83.5,85.51749870129868,baseline
83.6,189.39026909090916,baseline
83.7,109.95241151515155,baseline
83.8,634.6702255411255,baseline
83.9,49.19982212121211,baseline
84.0,87.4257562770563,baseline
84.1,131.47347,baseline
84.2,591.9278809523811,baseline
84.3,102.00595909090909,baseline
84.4,71.60314545454544,baseline
84.5,92.1680935064935,baseline
84.6,313.18667999999997,baseline
84.7,229.73166666666683,baseline
84.8,327.7559896103896,baseline
84.9,89.94064121212122,baseline
85.0,244.44387532467533,baseline
85.1,50.13161909090909,baseline
85.2,293.6071584415585,baseline
85.3,392.8698566666666,baseline
85.4,91.40759393939395,baseline
85.5,126.56649090909092,baseline
85.6,96.69472878787877,baseline
85.7,425.42651181818195,baseline
85.8,215.39990129870137,baseline
85.9,263.22100393939394,baseline
86.0,560.920306926407,baseline
86.1,68.47030272727274,baseline
86.2,515.0700441558442,baseline
86.3,63.52068818181818,baseline
86.4,64.94309424242424,baseline
86.5,485.15540000000004,baseline
86.6,206.07319212121212,baseline
86.7,205.17744000000002,baseline
86.8,254.64281125541126,baseline
86.9,40.41810212121209,baseline
87.0,145.45889653679652,baseline
